Loan_Id,Account_Id,Date,Amount,Duration,Payments,Status
6596,7844,2017-06-25 00:00:00,91584,24,3816,Contract Finished
5837,4260,2017-06-29 00:00:00,244560,60,4076,Running Contract
5657,3354,2017-07-05 00:00:00,4980,12,415,Contract Finished
5533,2762,2017-07-05 00:00:00,111384,24,4641,Contract Finished
6232,6051,2017-07-08 00:00:00,276660,36,7685,Loan Not Paid
6888,9265,2017-07-11 00:00:00,39576,12,3298,Contract Finished
6066,5228,2017-07-11 00:00:00,173808,24,7242,Contract Finished
5549,2824,2017-07-16 00:00:00,50460,60,841,Running Contract
5060,426,2017-07-19 00:00:00,252060,60,4201,Client in Debt
6004,4937,2017-07-23 00:00:00,143904,24,5996,Contract Finished
5126,790,2017-07-24 00:00:00,208128,48,4336,Loan Not Paid
7220,10911,2017-07-28 00:00:00,131292,36,3647,Contract Finished
6668,8129,2017-07-30 00:00:00,74736,36,2076,Contract Finished
5395,2176,2017-07-30 00:00:00,299088,36,8308,Loan Not Paid
6836,9093,2017-08-03 00:00:00,189300,60,3155,Running Contract
6064,5215,2017-08-04 00:00:00,14628,12,1219,Contract Finished
6919,9403,2017-08-05 00:00:00,120888,36,3358,Contract Finished
6841,9104,2017-08-07 00:00:00,172080,48,3585,Contract Finished
6038,5120,2017-08-10 00:00:00,323472,48,6739,Contract Finished
6729,8519,2017-08-11 00:00:00,74688,12,6224,Contract Finished
7198,10788,2017-08-23 00:00:00,45768,12,3814,Contract Finished
6686,8260,2017-08-25 00:00:00,224604,36,6239,Contract Finished
5836,4259,2017-08-27 00:00:00,79632,24,3318,Contract Finished
7061,10105,2017-08-27 00:00:00,121896,24,5079,Contract Finished
5595,3050,2017-09-02 00:00:00,82896,12,6908,Contract Finished
5723,3674,2017-09-10 00:00:00,23628,12,1969,Contract Finished
6120,5481,2017-09-11 00:00:00,209184,48,4358,Contract Finished
6895,9307,2017-09-19 00:00:00,41904,12,3492,Contract Finished
5882,4427,2017-09-26 00:00:00,87816,12,7318,Contract Finished
5754,3834,2017-09-28 00:00:00,23052,12,1921,Contract Finished
6594,7824,2017-09-28 00:00:00,189696,24,7904,Loan Not Paid
6738,8566,2017-09-29 00:00:00,230220,36,6395,Loan Not Paid
6624,7965,2017-09-30 00:00:00,71460,12,5955,Contract Finished
6216,5952,2017-09-30 00:00:00,141240,24,5885,Contract Finished
6229,6040,2017-10-02 00:00:00,11736,24,489,Contract Finished
5887,4448,2017-10-03 00:00:00,192744,36,5354,Contract Finished
6808,8982,2017-10-12 00:00:00,227880,36,6330,Contract Finished
6297,6363,2017-10-25 00:00:00,17508,12,1459,Contract Finished
5161,1012,2017-10-28 00:00:00,98184,24,4091,Contract Finished
5390,2167,2017-10-30 00:00:00,170256,24,7094,Contract Finished
6150,5622,2017-11-02 00:00:00,83016,12,6918,Contract Finished
6223,5991,2017-11-03 00:00:00,61056,48,1272,Contract Finished
5032,290,2017-11-03 00:00:00,123696,48,2577,Contract Finished
6253,6148,2017-11-04 00:00:00,59760,24,2490,Contract Finished
6460,7133,2017-11-06 00:00:00,48672,36,1352,Contract Finished
6645,8041,2017-11-06 00:00:00,140400,36,3900,Contract Finished
5176,1106,2017-11-12 00:00:00,192552,24,8023,Loan Not Paid
5269,1527,2017-11-19 00:00:00,164052,36,4557,Loan Not Paid
5351,1978,2017-12-04 00:00:00,205200,36,5700,Contract Finished
5861,4337,2017-12-08 00:00:00,51408,24,2142,Contract Finished
5450,2345,2017-12-11 00:00:00,199680,60,3328,Running Contract
7142,10451,2017-12-19 00:00:00,482940,60,8049,Client in Debt
6306,6425,2017-12-20 00:00:00,36684,12,3057,Contract Finished
6272,6226,2017-12-20 00:00:00,398640,60,6644,Running Contract
5044,344,2017-12-21 00:00:00,100980,60,1683,Running Contract
5576,2962,2017-12-21 00:00:00,31248,12,2604,Contract Finished
7192,10738,2017-12-21 00:00:00,115992,36,3222,Contract Finished
5739,3747,2018-01-02 00:00:00,76380,12,6365,Contract Finished
6526,7523,2018-01-03 00:00:00,288468,36,8013,Contract Finished
5624,3166,2018-01-03 00:00:00,177744,48,3703,Client in Debt
6244,6118,2018-01-08 00:00:00,270648,36,7518,Loan Not Paid
5131,816,2018-01-08 00:00:00,48624,24,2026,Contract Finished
6960,9640,2018-01-11 00:00:00,76416,24,3184,Contract Finished
6358,6715,2018-01-14 00:00:00,137880,60,2298,Client in Debt
5418,2245,2018-01-16 00:00:00,347952,48,7249,Running Contract
6598,7857,2018-01-18 00:00:00,68112,12,5676,Contract Finished
5464,2419,2018-01-30 00:00:00,95808,12,7984,Contract Finished
6591,7819,2018-02-02 00:00:00,20832,48,434,Running Contract
5724,3678,2018-02-05 00:00:00,316140,60,5269,Client in Debt
6315,6472,2018-02-06 00:00:00,43164,12,3597,Contract Finished
5876,4413,2018-02-08 00:00:00,221280,48,4610,Running Contract
6986,9750,2018-02-11 00:00:00,151728,48,3161,Client in Debt
6294,6353,2018-02-12 00:00:00,79920,60,1332,Running Contract
5132,817,2018-02-17 00:00:00,538500,60,8975,Running Contract
5877,4414,2018-02-23 00:00:00,97224,24,4051,Contract Finished
6227,6030,2018-03-04 00:00:00,28248,24,1177,Contract Finished
7241,11021,2018-03-04 00:00:00,168984,24,7041,Loan Not Paid
6737,8564,2018-03-11 00:00:00,76680,24,3195,Contract Finished
7004,9869,2018-03-15 00:00:00,331560,60,5526,Running Contract
6169,5700,2018-03-16 00:00:00,103680,60,1728,Client in Debt
5208,1247,2018-03-16 00:00:00,99696,48,2077,Client in Debt
6694,8316,2018-03-19 00:00:00,134784,24,5616,Contract Finished
5599,3064,2018-03-21 00:00:00,15420,12,1285,Contract Finished
6546,7607,2018-03-27 00:00:00,31728,24,1322,Contract Finished
5414,2228,2018-03-29 00:00:00,185952,48,3874,Running Contract
5453,2361,2018-04-01 00:00:00,156672,36,4352,Contract Finished
5740,3752,2018-04-02 00:00:00,18564,12,1547,Contract Finished
5804,4079,2018-04-05 00:00:00,158976,48,3312,Running Contract
6745,8625,2018-04-10 00:00:00,47304,24,1971,Contract Finished
6950,9591,2018-04-11 00:00:00,104712,24,4363,Contract Finished
6996,9828,2018-04-13 00:00:00,126600,24,5275,Contract Finished
5352,1993,2018-04-15 00:00:00,68400,12,5700,Loan Not Paid
6151,5628,2018-04-25 00:00:00,225420,60,3757,Running Contract
5310,1762,2018-04-28 00:00:00,248148,36,6893,Contract Finished
5045,347,2018-05-01 00:00:00,187224,24,7801,Loan Not Paid
6929,9472,2018-05-08 00:00:00,36396,12,3033,Contract Finished
5151,960,2018-05-24 00:00:00,189060,60,3151,Running Contract
5212,1256,2018-05-29 00:00:00,71064,36,1974,Contract Finished
5138,854,2018-05-30 00:00:00,87216,48,1817,Running Contract
5713,3629,2018-05-30 00:00:00,158760,60,2646,Running Contract
6704,8377,2018-06-01 00:00:00,417060,60,6951,Running Contract
6474,7190,2018-06-06 00:00:00,63360,60,1056,Running Contract
6676,8159,2018-06-13 00:00:00,29784,24,1241,Contract Finished
6965,9656,2018-06-13 00:00:00,139536,24,5814,Contract Finished
6725,8489,2018-06-23 00:00:00,265320,36,7370,Contract Finished
7166,10630,2018-06-24 00:00:00,198240,24,8260,Contract Finished
7138,10440,2018-07-03 00:00:00,60000,60,1000,Running Contract
5970,4774,2018-07-09 00:00:00,465072,48,9689,Running Contract
6157,5650,2018-07-10 00:00:00,98592,24,4108,Contract Finished
6153,5632,2018-07-25 00:00:00,285600,60,4760,Running Contract
5693,3489,2018-08-01 00:00:00,44088,24,1837,Contract Finished
5922,4580,2018-08-05 00:00:00,20220,12,1685,Contract Finished
5959,4727,2018-08-11 00:00:00,107640,24,4485,Contract Finished
5980,4825,2018-08-18 00:00:00,21396,12,1783,Contract Finished
6764,8776,2018-08-26 00:00:00,33984,48,708,Running Contract
5237,1375,2018-08-29 00:00:00,45336,24,1889,Contract Finished
6726,8492,2018-09-03 00:00:00,85860,60,1431,Running Contract
6933,9493,2018-09-09 00:00:00,188688,48,3931,Running Contract
5145,915,2018-09-16 00:00:00,309552,48,6449,Running Contract
7008,9897,2018-09-22 00:00:00,36168,12,3014,Contract Finished
7227,10942,2018-10-02 00:00:00,314520,60,5242,Running Contract
6600,7861,2018-10-08 00:00:00,21852,36,607,Contract Finished
6712,8405,2018-10-14 00:00:00,266220,60,4437,Running Contract
7057,10093,2018-10-20 00:00:00,231696,36,6436,Contract Finished
7176,10663,2018-10-28 00:00:00,260028,36,7223,Contract Finished
7304,11349,2018-10-29 00:00:00,419880,60,6998,Running Contract
6362,6738,2018-10-31 00:00:00,37908,12,3159,Contract Finished
5880,4423,2018-10-31 00:00:00,73836,36,2051,Contract Finished
6535,7546,2018-11-02 00:00:00,41952,12,3496,Contract Finished
5449,2343,2018-11-04 00:00:00,99336,24,4139,Contract Finished
6342,6609,2018-11-12 00:00:00,60156,36,1671,Loan Not Paid
5409,2218,2018-11-18 00:00:00,182040,60,3034,Running Contract
6955,9627,2018-11-22 00:00:00,244368,48,5091,Running Contract
6985,9731,2018-11-22 00:00:00,113796,36,3161,Contract Finished
5125,789,2018-11-23 00:00:00,73056,48,1522,Running Contract
5805,4081,2018-11-28 00:00:00,137904,24,5746,Loan Not Paid
6185,5774,2018-11-28 00:00:00,31176,24,1299,Contract Finished
7243,11042,2018-12-04 00:00:00,217152,36,6032,Contract Finished
6403,6924,2018-12-05 00:00:00,194880,48,4060,Running Contract
6578,7765,2018-12-11 00:00:00,27984,12,2332,Contract Finished
5413,2227,2018-12-12 00:00:00,92976,24,3874,Contract Finished
6949,9583,2018-12-12 00:00:00,104712,24,4363,Contract Finished
6545,7606,2018-12-12 00:00:00,191880,60,3198,Running Contract
6178,5742,2018-12-16 00:00:00,232560,48,4845,Running Contract
5160,1011,2018-12-18 00:00:00,204000,60,3400,Running Contract
6785,8899,2018-12-25 00:00:00,125340,60,2089,Running Contract
6540,7562,2018-12-31 00:00:00,309600,48,6450,Running Contract
6589,7815,2019-01-01 00:00:00,189696,24,7904,Contract Finished
5900,4503,2019-01-01 00:00:00,135360,48,2820,Running Contract
5999,4907,2019-01-03 00:00:00,98832,48,2059,Running Contract
6043,5126,2019-01-11 00:00:00,20352,48,424,Running Contract
5482,2496,2019-01-12 00:00:00,165120,60,2752,Running Contract
7263,11138,2019-01-19 00:00:00,89880,24,3745,Contract Finished
6013,4995,2019-02-03 00:00:00,128988,36,3583,Client in Debt
5750,3804,2019-02-08 00:00:00,63252,12,5271,Contract Finished
6027,5066,2019-02-10 00:00:00,61656,24,2569,Loan Not Paid
6303,6400,2019-02-12 00:00:00,72408,24,3017,Loan Not Paid
7213,10884,2019-02-13 00:00:00,113544,36,3154,Running Contract
6659,8092,2019-02-20 00:00:00,56100,60,935,Running Contract
6175,5735,2019-02-21 00:00:00,290700,60,4845,Client in Debt
5610,3112,2019-02-24 00:00:00,123216,48,2567,Running Contract
5563,2912,2019-02-28 00:00:00,380160,60,6336,Running Contract
5989,4852,2019-03-04 00:00:00,213300,36,5925,Running Contract
6698,8327,2019-03-10 00:00:00,247728,48,5161,Running Contract
5312,1772,2019-03-13 00:00:00,202788,36,5633,Running Contract
7189,10728,2019-03-21 00:00:00,154656,48,3222,Running Contract
6816,9017,2019-03-26 00:00:00,100224,48,2088,Client in Debt
6137,5574,2019-04-10 00:00:00,44628,12,3719,Contract Finished
5128,808,2019-04-11 00:00:00,215616,48,4492,Client in Debt
5470,2456,2019-04-15 00:00:00,200976,48,4187,Running Contract
5593,3037,2019-04-18 00:00:00,277884,36,7719,Client in Debt
5350,1967,2019-04-21 00:00:00,249312,48,5194,Running Contract
6063,5213,2019-04-25 00:00:00,320976,48,6687,Client in Debt
6501,7418,2019-04-29 00:00:00,30276,12,2523,Loan Not Paid
5452,2352,2019-04-29 00:00:00,49440,60,824,Running Contract
4961,19,2019-04-29 00:00:00,30276,12,2523,Loan Not Paid
4973,67,2019-05-02 00:00:00,165960,24,6915,Contract Finished
6190,5794,2019-05-06 00:00:00,123600,60,2060,Running Contract
6715,8411,2019-05-06 00:00:00,220620,60,3677,Running Contract
5892,4462,2019-05-14 00:00:00,66480,24,2770,Loan Not Paid
6550,7614,2019-05-18 00:00:00,320592,48,6679,Running Contract
5706,3608,2019-05-24 00:00:00,161496,36,4486,Running Contract
5148,940,2019-05-29 00:00:00,284280,60,4738,Running Contract
6734,8547,2019-05-30 00:00:00,173016,36,4806,Running Contract
6109,5422,2019-06-03 00:00:00,368880,60,6148,Running Contract
6961,9645,2019-06-06 00:00:00,176148,36,4893,Running Contract
6810,9006,2019-06-08 00:00:00,186384,48,3883,Running Contract
5494,2572,2019-06-13 00:00:00,360000,48,7500,Running Contract
5311,1766,2019-06-15 00:00:00,30060,60,501,Running Contract
5445,2322,2019-06-29 00:00:00,46320,24,1930,Contract Finished
5301,1698,2019-07-06 00:00:00,141948,36,3943,Running Contract
7034,10001,2019-07-11 00:00:00,19044,36,529,Running Contract
6751,8680,2019-07-14 00:00:00,85716,36,2381,Running Contract
6667,8127,2019-07-15 00:00:00,155880,24,6495,Contract Finished
6130,5541,2019-07-18 00:00:00,32640,48,680,Running Contract
5429,2268,2019-07-18 00:00:00,20196,36,561,Running Contract
5725,3679,2019-07-23 00:00:00,444864,48,9268,Running Contract
6019,5033,2019-07-25 00:00:00,11400,12,950,Contract Finished
6421,6985,2019-07-25 00:00:00,96768,36,2688,Running Contract
6992,9790,2019-07-27 00:00:00,133968,48,2791,Running Contract
5136,846,2019-07-28 00:00:00,187104,24,7796,Contract Finished
5337,1886,2019-07-31 00:00:00,162468,36,4513,Running Contract
5495,2580,2019-08-02 00:00:00,89340,60,1489,Running Contract
7013,9928,2019-08-02 00:00:00,89340,60,1489,Running Contract
6012,4994,2019-08-03 00:00:00,258444,36,7179,Running Contract
6471,7184,2019-08-04 00:00:00,155640,24,6485,Contract Finished
6296,6358,2019-08-06 00:00:00,270384,48,5633,Running Contract
7305,11359,2019-08-06 00:00:00,54024,12,4502,Contract Finished
6144,5593,2019-08-09 00:00:00,44376,12,3698,Contract Finished
6283,6289,2019-08-11 00:00:00,85632,48,1784,Running Contract
7246,11054,2019-08-20 00:00:00,148920,60,2482,Running Contract
5088,544,2019-08-22 00:00:00,91152,24,3798,Contract Finished
5988,4851,2019-08-22 00:00:00,141648,24,5902,Contract Finished
5282,1583,2019-08-24 00:00:00,388512,48,8094,Client in Debt
5938,4650,2019-08-25 00:00:00,402000,60,6700,Running Contract
5606,3084,2019-08-28 00:00:00,253512,36,7042,Client in Debt
5385,2143,2019-09-09 00:00:00,71460,36,1985,Running Contract
6865,9199,2019-09-11 00:00:00,29448,12,2454,Loan Not Paid
5586,2994,2019-09-14 00:00:00,48744,36,1354,Running Contract
6302,6397,2019-09-16 00:00:00,181020,60,3017,Running Contract
7194,10762,2019-09-17 00:00:00,68832,36,1912,Running Contract
6461,7136,2019-09-19 00:00:00,74124,36,2059,Running Contract
6732,8533,2019-09-19 00:00:00,174048,48,3626,Running Contract
6613,7926,2019-09-22 00:00:00,84120,24,3505,Contract Finished
7036,10019,2019-09-25 00:00:00,194940,36,5415,Running Contract
5897,4476,2019-09-25 00:00:00,15192,24,633,Contract Finished
6995,9814,2019-09-26 00:00:00,96168,12,8014,Contract Finished
5415,2236,2019-09-26 00:00:00,139464,36,3874,Client in Debt
7136,10436,2019-09-28 00:00:00,54396,36,1511,Running Contract
7271,11186,2019-10-02 00:00:00,392460,60,6541,Running Contract
5375,2106,2019-10-03 00:00:00,101520,12,8460,Contract Finished
5635,3230,2019-10-04 00:00:00,77184,36,2144,Running Contract
6817,9024,2019-10-04 00:00:00,70656,48,1472,Running Contract
5923,4585,2019-10-10 00:00:00,64656,48,1347,Running Contract
5329,1862,2019-10-16 00:00:00,396120,60,6602,Running Contract
6644,8039,2019-10-20 00:00:00,93600,24,3900,Contract Finished
6354,6688,2019-10-23 00:00:00,22968,36,638,Running Contract
5082,501,2019-10-24 00:00:00,262980,60,4383,Running Contract
6585,7795,2019-10-29 00:00:00,372120,60,6202,Running Contract
6921,9422,2019-10-29 00:00:00,86184,12,7182,Contract Finished
5366,2062,2019-10-29 00:00:00,86184,12,7182,Contract Finished
5886,4447,2019-10-31 00:00:00,192744,36,5354,Running Contract
5741,3754,2019-11-03 00:00:00,68544,24,2856,Contract Finished
4996,132,2019-11-06 00:00:00,88440,12,7370,Contract Finished
6015,5001,2019-11-09 00:00:00,110112,24,4588,Contract Finished
6309,6434,2019-11-11 00:00:00,110136,24,4589,Contract Finished
6073,5263,2019-11-12 00:00:00,276300,60,4605,Running Contract
6006,4948,2019-11-15 00:00:00,359760,60,5996,Running Contract
5611,3115,2019-11-15 00:00:00,321180,60,5353,Running Contract
6944,9548,2019-11-15 00:00:00,46176,48,962,Running Contract
7101,10297,2019-11-18 00:00:00,421008,48,8771,Running Contract
6599,7859,2019-11-19 00:00:00,72120,12,6010,Contract Finished
6940,9510,2019-11-22 00:00:00,228276,36,6341,Running Contract
5209,1250,2019-11-25 00:00:00,182640,48,3805,Running Contract
5388,2153,2019-11-28 00:00:00,61560,12,5130,Contract Finished
6011,4981,2019-11-28 00:00:00,179328,48,3736,Running Contract
5591,3021,2019-12-04 00:00:00,155616,48,3242,Running Contract
7154,10520,2019-12-05 00:00:00,417600,60,6960,Running Contract
7130,10411,2019-12-11 00:00:00,123408,24,5142,Contract Finished
6818,9030,2019-12-12 00:00:00,155616,48,3242,Running Contract
5625,3189,2019-12-15 00:00:00,222180,60,3703,Client in Debt
6805,8972,2019-12-21 00:00:00,45024,48,938,Running Contract
7233,10963,2019-12-25 00:00:00,115812,36,3217,Running Contract
7308,11362,2019-12-27 00:00:00,129408,24,5392,Contract Finished
5895,4473,2020-01-03 00:00:00,93960,60,1566,Running Contract
7122,10365,2020-01-04 00:00:00,260640,36,7240,Client in Debt
6173,5724,2020-01-08 00:00:00,232560,48,4845,Running Contract
6142,5591,2020-01-21 00:00:00,221880,60,3698,Running Contract
5358,2018,2020-01-21 00:00:00,38520,12,3210,Contract Finished
6095,5358,2020-01-24 00:00:00,68340,60,1139,Running Contract
6878,9242,2020-01-24 00:00:00,23184,12,1932,Contract Finished
6554,7637,2020-01-29 00:00:00,390096,48,8127,Running Contract
6793,8931,2020-01-30 00:00:00,186300,60,3105,Running Contract
7286,11271,2020-01-31 00:00:00,67320,36,1870,Running Contract
6076,5269,2020-02-02 00:00:00,117420,60,1957,Running Contract
5134,825,2020-02-02 00:00:00,53076,12,4423,Contract Finished
5419,2246,2020-02-05 00:00:00,415800,60,6930,Running Contract
6255,6158,2020-02-08 00:00:00,247920,48,5165,Client in Debt
5656,3353,2020-02-09 00:00:00,146064,24,6086,Running Contract
6934,9494,2020-02-09 00:00:00,116832,12,9736,Contract Finished
6028,5072,2020-02-09 00:00:00,317520,60,5292,Running Contract
6490,7262,2020-02-10 00:00:00,73260,60,1221,Running Contract
6415,6950,2020-02-12 00:00:00,475680,48,9910,Running Contract
7087,10215,2020-02-20 00:00:00,44304,24,1846,Running Contract
5420,2247,2020-02-24 00:00:00,72504,24,3021,Running Contract
5977,4803,2020-02-25 00:00:00,59136,48,1232,Running Contract
6824,9052,2020-02-26 00:00:00,71976,24,2999,Client in Debt
5207,1244,2020-02-28 00:00:00,35904,48,748,Running Contract
7115,10351,2020-03-04 00:00:00,88704,48,1848,Running Contract
7250,11069,2020-03-04 00:00:00,119136,48,2482,Running Contract
6010,4969,2020-03-06 00:00:00,150180,60,2503,Running Contract
6088,5317,2020-03-07 00:00:00,90180,36,2505,Running Contract
5682,3455,2020-03-07 00:00:00,67464,12,5622,Contract Finished
7201,10807,2020-03-07 00:00:00,67464,12,5622,Contract Finished
6938,9504,2020-03-10 00:00:00,341280,60,5688,Running Contract
6875,9235,2020-03-13 00:00:00,83280,48,1735,Running Contract
5953,4715,2020-03-14 00:00:00,97176,24,4049,Running Contract
5942,4681,2020-03-15 00:00:00,162624,48,3388,Running Contract
5382,2134,2020-03-17 00:00:00,22932,36,637,Running Contract
6377,6792,2020-03-17 00:00:00,17184,12,1432,Contract Finished
5931,4618,2020-03-17 00:00:00,66696,24,2779,Client in Debt
5992,4863,2020-03-18 00:00:00,76080,12,6340,Contract Finished
5790,4033,2020-03-20 00:00:00,84288,48,1756,Running Contract
6753,8688,2020-03-20 00:00:00,67980,12,5665,Contract Finished
6562,7674,2020-03-21 00:00:00,94488,24,3937,Running Contract
7046,10049,2020-03-28 00:00:00,91632,12,7636,Contract Finished
5868,4361,2020-03-29 00:00:00,90156,12,7513,Contract Finished
5784,3967,2020-03-29 00:00:00,84600,36,2350,Client in Debt
5878,4415,2020-04-01 00:00:00,74040,12,6170,Contract Finished
5110,675,2020-04-01 00:00:00,102240,60,1704,Running Contract
5210,1252,2020-04-01 00:00:00,148140,36,4115,Running Contract
7230,10954,2020-04-02 00:00:00,18720,60,312,Running Contract
5005,176,2020-04-10 00:00:00,27456,12,2288,Contract Finished
6871,9225,2020-04-13 00:00:00,164256,48,3422,Running Contract
5363,2051,2020-04-22 00:00:00,293880,60,4898,Client in Debt
7253,11079,2020-04-26 00:00:00,98304,12,8192,Contract Finished
6055,5181,2020-04-28 00:00:00,399120,60,6652,Running Contract
5072,472,2020-04-28 00:00:00,196800,24,8200,Client in Debt
6913,9377,2020-04-29 00:00:00,99936,24,4164,Running Contract
6386,6856,2020-04-30 00:00:00,124344,36,3454,Running Contract
5634,3229,2020-05-01 00:00:00,39024,12,3252,Contract Finished
5758,3859,2020-05-02 00:00:00,307200,60,5120,Client in Debt
6819,9031,2020-05-03 00:00:00,50112,24,2088,Running Contract
7088,10233,2020-05-03 00:00:00,239160,60,3986,Running Contract
5039,314,2020-05-03 00:00:00,66840,24,2785,Running Contract
5532,2754,2020-05-04 00:00:00,335280,48,6985,Running Contract
6037,5118,2020-05-04 00:00:00,53232,48,1109,Running Contract
6322,6510,2020-05-06 00:00:00,76992,24,3208,Running Contract
6887,9263,2020-05-08 00:00:00,39576,12,3298,Contract Finished
6660,8094,2020-05-09 00:00:00,220428,36,6123,Running Contract
5451,2350,2020-05-11 00:00:00,159744,48,3328,Running Contract
6014,4999,2020-05-18 00:00:00,165168,36,4588,Running Contract
5556,2872,2020-05-19 00:00:00,268320,60,4472,Running Contract
6346,6649,2020-05-22 00:00:00,100260,60,1671,Running Contract
5850,4293,2020-05-22 00:00:00,164196,36,4561,Running Contract
5940,4660,2020-05-28 00:00:00,106944,24,4456,Running Contract
7119,10361,2020-06-02 00:00:00,86880,12,7240,Contract Finished
5253,1447,2020-06-03 00:00:00,100080,48,2085,Running Contract
6851,9138,2020-06-03 00:00:00,272220,60,4537,Client in Debt
6695,8320,2020-06-04 00:00:00,309660,60,5161,Running Contract
6908,9353,2020-06-08 00:00:00,188616,24,7859,Running Contract
7255,11096,2020-06-09 00:00:00,213300,60,3555,Running Contract
5674,3418,2020-06-10 00:00:00,207264,48,4318,Running Contract
6278,6265,2020-06-10 00:00:00,87360,24,3640,Running Contract
5486,2516,2020-06-13 00:00:00,466608,48,9721,Running Contract
5174,1093,2020-06-13 00:00:00,385104,48,8023,Running Contract
6621,7957,2020-06-14 00:00:00,42900,12,3575,Contract Finished
6313,6461,2020-06-15 00:00:00,150912,36,4192,Running Contract
6435,7045,2020-06-16 00:00:00,288720,48,6015,Running Contract
6970,9677,2020-06-17 00:00:00,31620,60,527,Running Contract
6310,6440,2020-06-17 00:00:00,34572,12,2881,Contract Finished
